"(0, 4)",5368.543770346645,7988.739220978227,2684.2718851733202
"(0, 5)",3796.825637827648,5214.4129898100755,1898.412818913822
"(0, 8)",4101.764878868461,5503.975008956671,2050.882439434228
"(0, 14)",2959.7425676772286,3329.8195007964005,1479.8712838386148
"(0, 22)",1286.289227530149,3111.4024104074724,643.1446137650748
"(0, 37)",1534.1203411667648,1528.035374635584,767.0601705833827
"(0, 38)",1092.951592562763,2624.656991075331,546.4757962813818
"(0, 44)",1908.966566804822,3240.86078797541,954.4832834024096
"(0, 59)",1120.5906301578327,4506.371489297471,560.2953150789159
"(0, 62)",1221.7114947448417,5005.175332669823,610.8557473724205
"(0, 76)",1482.2632127961049,4505.470853378845,741.1316063980518
"(0, 102)",1428.3122590535904,972.8885215981181,714.1561295267945
"(0, 105)",1462.6541901750682,1067.3867160579384,731.3270950875341
"(0, 111)",1490.6957691395567,1258.2279893998389,745.3478845697788
"(0, 112)",1014.7111222264418,782.4378215301955,507.3555611132209
"(0, 113)",643.265181071548,504.76576187813487,321.63259053577445
"(0, 117)",1294.031665371358,1097.2275048305664,647.0158326856796
"(0, 119)",1367.251171829097,1056.5012023002037,683.6255859145482
"(0, 187)",1466.5135646771294,891.3180629621532,733.256782338564
"(0, 197)",1402.594042321253,1034.8826230777172,701.2970211606264
"(0, 200)",711.4082737366051,565.8697047758951,355.7041368683025
"(0, 202)",1529.427245435106,1165.7920481072115,764.7136227175531
"(0, 219)",1226.7366998375887,768.448067638506,613.3683499187945
"(0, 241)",771.1558631898472,538.4916572635055,385.5779315949228
"(0, 255)",684.5172522419865,504.2782268625617,342.25862612099365
"(0, 286)",832.4917574893567,469.96019409342523,416.2458787446781
"(0, 287)",1075.805412440374,600.825080013131,537.9027062201869
"(0, 293)",1037.8721722861285,698.0083593036486,518.9360861430645
"(0, 311)",1568.5876541680404,932.5201373183049,784.2938270840201
"(0, 347)",1445.7581255597179,1139.423370345827,722.879062779858
"(0, 363)",1291.1745921611227,929.3862915481025,645.587296080561
"(0, 365)",848.6803728488767,456.12406796102454,424.3401864244384
"(0, 457)",1126.9477537300245,660.7489628650578,563.4738768650121
"(0, 459)",981.245624915195,598.4301617694476,490.6228124575973
"(0, 469)",1359.5429995927989,786.9930436194854,679.7714997963992
"(0, 476)",1473.6214685668508,758.5510864387572,736.8107342834255
"(0, 495)",1099.139614978256,728.4880177199382,549.5698074891287
"(0, 498)",1223.0069736047967,937.8793408444412,611.5034868023986
"(0, 510)",1001.1365530060594,783.9525115393869,500.5682765030289
"(0, 522)",1603.0640205090972,1051.3732224553503,801.5320102545489
"(0, 560)",588.3185241907657,364.50391024270886,294.1592620953827
"(0, 592)",1143.0586880027054,683.9134479205678,571.5293440013535
"(0, 620)",826.5467255702717,478.6747351634574,413.2733627851356
"(0, 622)",1491.0167957391961,771.9227134915292,745.5083978695983
"(0, 649)",613.8895690562532,295.0638704233173,306.94478452812626
"(0, 673)",955.2282022939139,779.4511701085169,477.614101146956
"(0, 715)",968.9608034521624,585.7395271522092,484.4804017260819
"(0, 775)",1331.6024960636478,794.9438976168833,665.801248031824
"(0, 836)",1812.0994379145586,1050.3229329856977,906.0497189572797
"(0, 866)",796.2223495739689,518.7669516899381,398.11117478698606
"(0, 969)",1248.1510511789036,716.5882932805409,624.0755255894514
"(1, 4)",5435.893484263236,4454.651963749369,2717.9467421316176
"(1, 5)",4323.768643015623,3198.1104460809506,2161.884321507812
"(1, 6)",3698.419875829414,3816.3700939696428,1849.209937914707
"(1, 7)",1784.4563394201275,4325.370200442943,892.2281697100628
"(1, 8)",5079.305470116709,6055.785014065792,2539.6527350583556
"(1, 9)",3458.63636143121,4375.149786147888,1729.318180715604
"(1, 10)",2449.7388737954716,3630.4492854769887,1224.8694368977372
"(1, 14)",3882.0370652332567,3570.8320108255643,1941.018532616629
"(1, 16)",2802.419443200718,1871.6163160501758,1401.2097216003597
"(1, 17)",2374.692589333342,3024.2796198297706,1187.3462946666712
"(1, 18)",1568.1725671144063,4621.3023650950645,784.0862835572037
"(1, 19)",2346.876368614903,2762.1457206341106,1173.4381843074518
"(1, 20)",2345.6408752407124,5071.435013047096,1172.8204376203566
"(1, 29)",2791.861171032386,5751.2072275874225,1395.930585516193
"(1, 30)",1086.916086336865,3383.670644377158,543.4580431684317
"(1, 36)",1121.9292723676426,7288.158957235196,560.964636183822
"(1, 39)",1793.7655915464163,3554.4592034595507,896.8827957732075
"(1, 40)",2601.107125912523,7319.455040047096,1300.5535629562607
"(1, 47)",2011.5675441185194,3589.7855212744344,1005.7837720592601
"(1, 51)",3266.134798387178,4324.030011450795,1633.0673991935905
"(1, 65)",1473.7999945781485,3636.7656973722646,736.8999972890742
"(1, 68)",1712.221049986927,10293.201320001936,856.1105249934644
"(1, 77)",2441.355240968722,1651.7912229832014,1220.677620484361
"(1, 80)",1574.7459332313767,9459.016759893966,787.372966615689
"(1, 88)",2296.7604447495005,5900.945878390785,1148.380222374752
"(1, 93)",3780.8606680433413,2596.9939183341285,1890.430334021669
"(1, 95)",2055.731884223645,7790.209095273467,1027.8659421118223
"(1, 101)",3065.330192936505,2046.9730949294217,1532.6650964682517
"(1, 104)",1793.3848994995203,1306.336173307469,896.6924497497598
"(1, 110)",1891.459218766557,1105.3674444535723,945.7296093832788
"(1, 128)",1579.5196788291457,955.2158088561453,789.7598394145726
"(1, 135)",1051.1067502914532,560.3643587595201,525.5533751457269
"(1, 140)",2531.6978912452823,1535.9190578058367,1265.848945622643
"(1, 156)",1080.2230713413649,597.7778384374702,540.1115356706824
"(1, 159)",2963.680037917531,2003.783748410776,1481.840018958764
"(1, 164)",1955.4994111346784,1264.4103094469622,977.7497055673399
"(1, 166)",1048.107181981519,808.4520892659092,524.0535909907603
"(1, 173)",2107.180558506113,1184.2281519794592,1053.590279253056
"(1, 176)",1851.9081798273146,1392.3114171747316,925.9540899136571
"(1, 178)",2315.812686079039,1923.2429629039282,1157.9063430395179
"(1, 192)",961.8521940374995,529.4872715067734,480.9260970187493
"(1, 199)",1722.6917187521055,924.2459808793204,861.3458593760513
"(1, 200)",1131.2562772286997,652.8190431733726,565.6281386143495
"(1, 205)",2593.756041718606,1613.332266764153,1296.878020859304
"(1, 221)",1689.3651063088905,904.36683960385,844.682553154447
"(1, 224)",1510.4464420994807,1066.5598188685603,755.2232210497402
"(1, 228)",2527.2475015927075,1674.1832285601843,1263.623750796352
"(1, 230)",2263.1283340217515,1456.0526871817858,1131.5641670108746
"(1, 236)",1153.0055122650572,624.0999042703229,576.5027561325263
"(1, 262)",1312.0374502899172,732.3738423332937,656.0187251449595
"(1, 281)",1607.552613762562,1055.2640823348383,803.7763068812811
"(1, 298)",2039.9713547167953,1308.1038737767508,1019.985677358398
"(1, 300)",2043.8250931001428,1150.2882950456687,1021.9125465500728
"(1, 336)",2567.3508602071306,1782.1120305815386,1283.6754301035633
"(1, 338)",1945.6767394092724,1007.2514804782592,972.8383697046356
"(1, 352)",2386.0156897395827,1400.1531605509383,1193.0078448697911
"(1, 353)",1354.68403599531,746.0628927510998,677.3420179976544
"(1, 371)",1413.9023947131932,881.7762520907158,706.9511973565951
"(1, 372)",1992.0681199255396,998.3080798664361,996.0340599627697
"(1, 406)",1341.2643467569906,1026.6417139272564,670.6321733784947
"(1, 407)",860.5724628230523,403.60122361911954,430.2862314115255
"(1, 448)",1654.0543799350116,934.1790483168983,827.027189967506
"(1, 480)",1157.0485079392606,586.2220054593018,578.5242539696299
"(1, 486)",2498.8793445061888,1391.328134124192,1249.439672253096
"(1, 508)",1775.0524411060228,893.914585053958,887.5262205530114
"(1, 515)",2096.540712802328,1207.6332826219532,1048.270356401164
"(1, 519)",2277.717384050946,1238.5019110587148,1138.8586920254743
"(1, 571)",1412.4031091884885,749.9325586787334,706.2015545942425
"(1, 626)",1508.1690484782914,822.547786442948,754.0845242391457
"(1, 638)",1866.213330302147,1079.6017896243875,933.1066651510735
"(1, 744)",2061.9834659745957,1084.1330115522067,1030.9917329872974
"(1, 750)",1637.2071934772086,824.5062258598568,818.6035967386049
"(1, 768)",1876.8922357721306,955.6745005185693,938.4461178860654
"(1, 780)",1547.9556919771271,814.9276015712672,773.9778459885649
"(1, 822)",2187.840992268127,1090.3885774277815,1093.9204961340613
"(1, 834)",920.9447818357128,506.27591540027805,460.47239091785724
"(1, 855)",1002.018523748392,533.7780394473446,501.009261874196
"(1, 867)",1804.1283279109364,1041.861341711659,902.0641639554678
"(1, 918)",1770.5990276272694,910.0374144040242,885.2995138136354
"(1, 924)",1657.8145334348035,848.6981651296321,828.9072667174024
"(1, 982)",1413.2178318821761,976.0322883240758,706.6089159410883
"(1, 983)",1003.8812749955454,521.8240239180716,501.94063749777257
"(2, 4)",6259.096236922731,7722.47453277453,3129.5481184613654
"(2, 5)",4756.0079804809175,6195.2367839561475,2378.0039902404556
"(2, 6)",4633.979392445986,6080.20281597216,2316.989696222994
"(2, 7)",1677.1390661226906,3373.105198725407,838.5695330613465
"(2, 8)",5546.486388553182,7096.7954793293975,2773.243194276588
"(2, 9)",3621.2227472317795,4582.512883014939,1810.6113736158886
"(2, 11)",1519.0630972927152,3015.8026510192913,759.5315486463575
"(2, 31)",3053.5675748319723,4080.062911953002,1526.783787415986
"(2, 33)",2902.4970407995916,4797.414223030612,1451.2485203997962
"(2, 36)",912.7551499293435,5621.091553195722,456.3775749646713
"(2, 47)",1593.3692499558265,2678.618228824207,796.6846249779122
"(2, 50)",1583.1483301541339,5376.026239611432,791.5741650770669
"(2, 63)",1435.1667643548715,934.1337180551225,717.5833821774347
"(2, 74)",1632.7345804844738,4187.901895829028,816.3672902422365
"(2, 84)",1957.0113180402946,4778.752249108737,978.5056590201474
"(2, 87)",1450.5579500948816,6105.029944181833,725.2789750474403
"(2, 95)",1804.9717504332216,5872.779314502949,902.4858752166111
"(2, 96)",775.3447220835945,2887.5720994607636,387.67236104179665
"(2, 97)",1360.3059017288886,5345.385091541928,680.1529508644442
"(2, 110)",2070.8154125941865,1422.8110168252545,1035.4077062970923
"(2, 113)",898.8001542819502,696.8431351650522,449.40007714097516
"(2, 131)",1551.6401718344962,979.6569784836628,775.8200859172465
"(2, 133)",1702.8906864206012,1210.816884803781,851.4453432102994
"(2, 146)",1581.3850463719707,1230.6318347748734,790.6925231859857
"(2, 158)",1373.3319338224576,968.9498955796713,686.6659669112287
"(2, 161)",1103.3480168727983,735.9269142967466,551.6740084364001
"(2, 178)",1789.3987881786877,1672.2508532668749,894.6993940893444
"(2, 181)",685.2456384555103,456.77200434251864,342.6228192277549
"(2, 200)",876.2452450275484,568.3543148887921,438.12262251377416
